Esperanto,Lowercase Esperanto,Trimmed,Esperanto Length
admiralejo ,admiralejo ,admiralejo,10
Admiraltoj ,admiraltoj ,admiraltoj,10
adoleskeco ,adoleskeco ,adoleskeco,10
adoleskulo ,adoleskulo ,adoleskulo,10
adorantino ,adorantino ,adorantino,10
adorindeco ,adorindeco ,adorindeco,10
adrenalino ,adrenalino ,adrenalino,10
adresareto ,adresareto ,adresareto,10
adresbreto ,adresbreto ,adresbreto,10
adresgrupo ,adresgrupo ,adresgrupo,10
adresigilo ,adresigilo ,adresigilo,10
adreskampo ,adreskampo ,adreskampo,10
adreskarto ,adreskarto ,adreskarto,10
adreslibro ,adreslibro ,adreslibro,10
adresobuso ,adresobuso ,adresobuso,10
adresparto ,adresparto ,adresparto,10
adresrango ,adresrango ,adresrango,10
adresŝanĝo ,adresŝanĝo ,adresŝanĝo,10
adresspaco ,adresspaco ,adresspaco,10
Adria Maro ,adria maro ,adria maro,10
adsorbanto ,adsorbanto ,adsorbanto,10
adulterilo ,adulterilo ,adulterilo,10
adultulino ,adultulino ,adultulino,10
adventismo ,adventismo ,adventismo,10
Adventismo ,adventismo ,adventismo,10
adventisto ,adventisto ,adventisto,10
Adventisto ,adventisto ,adventisto,10
advokataĉo ,advokataĉo ,advokataĉo,10
advokataro ,advokataro ,advokataro,10
advokateco ,advokateco ,advokateco,10
advokatejo ,advokatejo ,advokatejo,10
advokatiĝi ,advokatiĝi ,advokatiĝi,10
aerblovilo ,aerblovilo ,aerblovilo,10
aerdefenda ,aerdefenda ,aerdefenda,10
aerdefendo ,aerdefendo ,aerdefendo,10
aereldukto ,aereldukto ,aereldukto,10
aerendukto ,aerendukto ,aerendukto,10
aereskadro ,aereskadro ,aereskadro,10
aerizolita ,aerizolita ,aerizolita,10
aerkastelo ,aerkastelo ,aerkastelo,10
aermalsana ,aermalsana ,aermalsana,10
aermalsano ,aermalsano ,aermalsano,10
aermatraco ,aermatraco ,aermatraco,10
aerobatika ,aerobatika ,aerobatika,10
aerobatike ,aerobatike ,aerobatike,10
aerobatiko ,aerobatiko ,aerobatiko,10
aerofiziko ,aerofiziko ,aerofiziko,10
aerografio ,aerografio ,aerografio,10
aerohaveno ,aerohaveno ,aerohaveno,10
aeromancio ,aeromancio ,aeromancio,10
aerometria ,aerometria ,aerometria,10
aerometrio ,aerometrio ,aerometrio,10
aeropafilo ,aeropafilo ,aeropafilo,10
aerpejzaĝo ,aerpejzaĝo ,aerpejzaĝo,10
aerpejzaĵo ,aerpejzaĵo ,aerpejzaĵo,10
aerpilkego ,aerpilkego ,aerpilkego,10
aerpistolo ,aerpistolo ,aerpistolo,10
aerpolucio ,aerpolucio ,aerpolucio,10
aerpompilo ,aerpompilo ,aerpompilo,10
aerportado ,aerportado ,aerportado,10
aerprovizo ,aerprovizo ,aerprovizo,10
aerpumpilo ,aerpumpilo ,aerpumpilo,10
aersoldato ,aersoldato ,aersoldato,10
afaniptero ,afaniptero ,afaniptero,10
afektulino ,afektulino ,afektulino,10
afervojaĝo ,afervojaĝo ,afervojaĝo,10
afganhundo ,afganhundo ,afganhundo,10
Afganlando ,afganlando ,afganlando,10
afhanhundo ,afhanhundo ,afhanhundo,10
afidomanĝa ,afidomanĝa ,afidomanĝa,10
afiŝkolono ,afiŝkolono ,afiŝkolono,10
afiŝtabelo ,afiŝtabelo ,afiŝtabelo,10
afiŝtabulo ,afiŝtabulo ,afiŝtabulo,10
aframerika ,aframerika ,aframerika,10
afrikanino ,afrikanino ,afrikanino,10
afta febro ,afta febro ,afta febro,10
Agamemnono ,agamemnono ,agamemnono,10
agarikacoj ,agarikacoj ,agarikacoj,10
agavbrando ,agavbrando ,agavbrando,10
Agesilauso ,agesilauso ,agesilauso,10
aglofiliko ,aglofiliko ,aglofiliko,10
aglomerado ,aglomerado ,aglomerado,10
aglomeraĵo ,aglomeraĵo ,aglomeraĵo,10
aglomerato ,aglomerato ,aglomerato,10
aglomeriĝi ,aglomeriĝi ,aglomeriĝi,10
aglutiniĝi ,aglutiniĝi ,aglutiniĝi,10
aglutinilo ,aglutinilo ,aglutinilo,10
aglutinino ,aglutinino ,aglutinino,10
agonistiko ,agonistiko ,agonistiko,10
agorafobio ,agorafobio ,agorafobio,10
agordforko ,agordforko ,agordforko,10
agordiĝemo ,agordiĝemo ,agordiĝemo,10
agordilaro ,agordilaro ,agordilaro,10
agordotubo ,agordotubo ,agordotubo,10
Aĥaŝveroŝo ,aĥaŝveroŝo ,aĥaŝveroŝo,10
Ahuramazdo ,ahuramazdo ,ahuramazdo,10
ajgenspaco ,ajgenspaco ,ajgenspaco,10
ajna signo ,ajna signo ,ajna signo,10
akademiano ,akademiano ,akademiano,10
akademiulo ,akademiulo ,akademiulo,10
akajunukso ,akajunukso ,akajunukso,10
akaĵunukso ,akaĵunukso ,akaĵunukso,10
akceptanto ,akceptanto ,akceptanto,10
akceptebla ,akceptebla ,akceptebla,10
akcepteble ,akcepteble ,akcepteble,10
akcepteblo ,akcepteblo ,akcepteblo,10
akceptinda ,akceptinda ,akceptinda,10
akceptisto ,akceptisto ,akceptisto,10
akcesoraĵo ,akcesoraĵo ,akcesoraĵo,10
akcesorulo ,akcesorulo ,akcesorulo,10
akiri pene ,akiri pene ,akiri pene,10
aklimatizi ,aklimatizi ,aklimatizi,10
akomodebla ,akomodebla ,akomodebla,10
akompanadi ,akompanadi ,akompanadi,10
akompanado ,akompanado ,akompanado,10
akompanaĵo ,akompanaĵo ,akompanaĵo,10
akorda kun ,akorda kun ,akorda kun,10
akorde kun ,akorde kun ,akorde kun,10
akordiĝema ,akordiĝema ,akordiĝema,10
akra sento ,akra sento ,akra sento,10
akraflanka ,akraflanka ,akraflanka,10
akratoneco ,akratoneco ,akratoneco,10
akreditaĵo ,akreditaĵo ,akreditaĵo,10
akreditato ,akreditato ,akreditato,10
akreditilo ,akreditilo ,akreditilo,10
akreditivi ,akreditivi ,akreditivi,10
akreditivo ,akreditivo ,akreditivo,10
akrobatado ,akrobatado ,akrobatado,10
akrobataĵo ,akrobataĵo ,akrobataĵo,10
akrobatiko ,akrobatiko ,akrobatiko,10
akrocefala ,akrocefala ,akrocefala,10
akromateco ,akromateco ,akromateco,10
akromatigi ,akromatigi ,akromatigi,10
akromatino ,akromatino ,akromatino,10
aksesoraĵo ,aksesoraĵo ,aksesoraĵo,10
aksiologio ,aksiologio ,aksiologio,10
aksokrucoj ,aksokrucoj ,aksokrucoj,10
aktinofago ,aktinofago ,aktinofago,10
aktinolito ,aktinolito ,aktinolito,10
aktinomiko ,aktinomiko ,aktinomiko,10
aktivigilo ,aktivigilo ,aktivigilo,10
aktivularo ,aktivularo ,aktivularo,10
akumulanto ,akumulanto ,akumulanto,10
akumulinto ,akumulinto ,akumulinto,10
akumulonto ,akumulonto ,akumulonto,10
akuŝantino ,akuŝantino ,akuŝantino,10
akuŝdoloro ,akuŝdoloro ,akuŝdoloro,10
akuŝigisto ,akuŝigisto ,akuŝigisto,10
akuŝintino ,akuŝintino ,akuŝintino,10
akuŝistino ,akuŝistino ,akuŝistino,10
akuŝologio ,akuŝologio ,akuŝologio,10
akutangula ,akutangula ,akutangula,10
akutangulo ,akutangulo ,akutangulo,10
akvamarina ,akvamarina ,akvamarina,10
akvamarino ,akvamarino ,akvamarino,10
akvemetita ,akvemetita ,akvemetita,10
akvenergio ,akvenergio ,akvenergio,10
Akvitanujo ,akvitanujo ,akvitanujo,10
akvobaraĵo ,akvobaraĵo ,akvobaraĵo,10
akvobarilo ,akvobarilo ,akvobarilo,10
akvobubalo ,akvobubalo ,akvobubalo,10
akvofalego ,akvofalego ,akvofalego,10
akvofluejo ,akvofluejo ,akvofluejo,10
akvokuraco ,akvokuraco ,akvokuraco,10
akvomelono ,akvomelono ,akvomelono,10
akvonaĝulo ,akvonaĝulo ,akvonaĝulo,10
akvonivelo ,akvonivelo ,akvonivelo,10
akvoplaneo ,akvoplaneo ,akvoplaneo,10
akvoplanto ,akvoplanto ,akvoplanto,10
akvoskiado ,akvoskiado ,akvoskiado,10
akvostacio ,akvostacio ,akvostacio,10
akvotaksio ,akvotaksio ,akvotaksio,10
akvotavolo ,akvotavolo ,akvotavolo,10
akvotelero ,akvotelero ,akvotelero,10
akvotrairi ,akvotrairi ,akvotrairi,10
akvovaporo ,akvovaporo ,akvovaporo,10
alaŭdfalko ,alaŭdfalko ,alaŭdfalko,10
albatredoj ,albatredoj ,albatredoj,10
Albertlago ,albertlago ,albertlago,10
albumfolio ,albumfolio ,albumfolio,10
alcentrigi ,alcentrigi ,alcentrigi,10
alcionedoj ,alcionedoj ,alcionedoj,10
Aldebarano ,aldebarano ,aldebarano,10
aldoniteco ,aldoniteco ,aldoniteco,10
aldonplata ,aldonplata ,aldonplata,10
aldonplato ,aldonplato ,aldonplato,10
aldviolono ,aldviolono ,aldviolono,10
Aleksandro ,aleksandro ,aleksandro,10
aleksandro ,aleksandro ,aleksandro,10
alergiisto ,alergiisto ,alergiisto,10
alfabetigi ,alfabetigi ,alfabetigi,10
alfabetigo ,alfabetigo ,alfabetigo,10
alfabetumi ,alfabetumi ,alfabetumi,10
alfabetumo ,alfabetumo ,alfabetumo,10
alfanumera ,alfanumera ,alfanumera,10
alfanumere ,alfanumere ,alfanumere,10
alfaradioj ,alfaradioj ,alfaradioj,10
alfiksi al ,alfiksi al ,alfiksi al,10
alfrontado ,alfrontado ,alfrontado,10
alfrontema ,alfrontema ,alfrontema,10
alfronteme ,alfronteme ,alfronteme,10
algebristo ,algebristo ,algebristo,10
Alĝerlando ,alĝerlando ,alĝerlando,10
algluiĝema ,algluiĝema ,algluiĝema,10
algluiĝemo ,algluiĝemo ,algluiĝemo,10
alĥemiisto ,alĥemiisto ,alĥemiisto,10
aliaflanke ,aliaflanke ,aliaflanke,10
Aliancanoj ,aliancanoj ,aliancanoj,10
alidirekti ,alidirekti ,alidirekti,10
alidirekto ,alidirekto ,alidirekto,10
aliformigi ,aliformigi ,aliformigi,10
aliformiĝi ,aliformiĝi ,aliformiĝi,10
aliformigo ,aliformigo ,aliformigo,10
aliformiĝo ,aliformiĝo ,aliformiĝo,10
aligentulo ,aligentulo ,aligentulo,10
alilandano ,alilandano ,alilandano,10
alilandulo ,alilandulo ,alilandulo,10
alimaniene ,alimaniene ,alimaniene,10
alimaniere ,alimaniere ,alimaniere,10
alirebleco ,alirebleco ,alirebleco,10
aliroeraro ,aliroeraro ,aliroeraro,10
alirrajtoj ,alirrajtoj ,alirrajtoj,10
aliseksema ,aliseksema ,aliseksema,10
aliseksemo ,aliseksemo ,aliseksemo,10
aliŝtatano ,aliŝtatano ,aliŝtatano,10
aliteracia ,aliteracia ,aliteracia,10
aliteracii ,aliteracii ,aliteracii,10
aliteracio ,aliteracio ,aliteracio,10
alkalibluo ,alkalibluo ,alkalibluo,10
alkanserio ,alkanserio ,alkanserio,10
alkemiisto ,alkemiisto ,alkemiisto,10
alklakebla ,alklakebla ,alklakebla,10
alkoholaĵo ,alkoholaĵo ,alkoholaĵo,10
alkoholato ,alkoholato ,alkoholato,10
alkoholigi ,alkoholigi ,alkoholigi,10
alkoholulo ,alkoholulo ,alkoholulo,10
alkonstrui ,alkonstrui ,alkonstrui,10
alkrementa ,alkrementa ,alkrementa,10
alkrementi ,alkrementi ,alkrementi,10
alkreskado ,alkreskado ,alkreskado,10
alkreskaĵo ,alkreskaĵo ,alkreskaĵo,10
alkreskigi ,alkreskigi ,alkreskigi,10
alkreskigo ,alkreskigo ,alkreskigo,10
alkrustiĝi ,alkrustiĝi ,alkrustiĝi,10
alkrustiĝo ,alkrustiĝo ,alkrustiĝo,10
alkutimaĵo ,alkutimaĵo ,alkutimaĵo,10
alkutimigi ,alkutimigi ,alkutimigi,10
alkutimiĝi ,alkutimiĝi ,alkutimiĝi,10
alkutimiĝo ,alkutimiĝo ,alkutimiĝo,10
alligfosto ,alligfosto ,alligfosto,10
alligitaĵo ,alligitaĵo ,alligitaĵo,10
alligiteco ,alligiteco ,alligiteco,10
allokigita ,allokigita ,allokigita,10
almanĝaĵoj ,almanĝaĵoj ,almanĝaĵoj,10
almozkesto ,almozkesto ,almozkesto,10
almozosako ,almozosako ,almozosako,10
almozulejo ,almozulejo ,almozulejo,10
almozulino ,almozulino ,almozulino,10
alniveligi ,alniveligi ,alniveligi,10
alotropeco ,alotropeco ,alotropeco,10
alparolegi ,alparolegi ,alparolegi,10
alpbastono ,alpbastono ,alpbastono,10
alpherbejo ,alpherbejo ,alpherbejo,10
alportanto ,alportanto ,alportanto,10
alproprigi ,alproprigi ,alproprigi,10
alproprigo ,alproprigo ,alproprigo,10
alrigidiĝi ,alrigidiĝi ,alrigidiĝi,10
alskribaĵo ,alskribaĵo ,alskribaĵo,10
alŝultrigi ,alŝultrigi ,alŝultrigi,10
alŝultriĝi ,alŝultriĝi ,alŝultriĝi,10
Alta Kanto ,alta kanto ,alta kanto,10
alta tajdo ,alta tajdo ,alta tajdo,10
altarbildo ,altarbildo ,altarbildo,10
alte flugi ,alte flugi ,alte flugi,10
altebenaĵo ,altebenaĵo ,altebenaĵo,10
alternanco ,alternanco ,alternanco,10
alteŝatata ,alteŝatata ,alteŝatata,10
altgermana ,altgermana ,altgermana,10
altgradigi ,altgradigi ,altgradigi,10
altgradigo ,altgradigo ,altgradigo,10
altklasulo ,altklasulo ,altklasulo,10
altkvalita ,altkvalita ,altkvalita,10
altlernejo ,altlernejo ,altlernejo,10
altmontaro ,altmontaro ,altmontaro,10
altoangulo ,altoangulo ,altoangulo,10
altocentro ,altocentro ,altocentro,10
altpremilo ,altpremilo ,altpremilo,10
altrangulo ,altrangulo ,altrangulo,10
altreliefo ,altreliefo ,altreliefo,10
altstatura ,altstatura ,altstatura,10
alumetisto ,alumetisto ,alumetisto,10
Alumetlago ,alumetlago ,alumetlago,10
aluminaĵoj ,aluminaĵoj ,aluminaĵoj,10
aluminiato ,aluminiato ,aluminiato,10
aluminiika ,aluminiika ,aluminiika,10
aluminioza ,aluminioza ,aluminioza,10
alveolhava ,alveolhava ,alveolhava,10
alveoluloj ,alveoluloj ,alveoluloj,10
alveturejo ,alveturejo ,alveturejo,10
alveturigi ,alveturigi ,alveturigi,10
amaĵistino ,amaĵistino ,amaĵistino,10
amalgamiĝi ,amalgamiĝi ,amalgamiĝi,10
amasbuĉado ,amasbuĉado ,amasbuĉado,10
amasiĝanta ,amasiĝanta ,amasiĝanta,10
amaskuregi ,amaskuregi ,amaskuregi,10
amaskurego ,amaskurego ,amaskurego,10
amasloĝejo ,amasloĝejo ,amasloĝejo,10
amasmedioj ,amasmedioj ,amasmedioj,10
ambasadejo ,ambasadejo ,ambasadejo,10
ambasadora ,ambasadora ,ambasadora,10
ambasadoro ,ambasadoro ,ambasadoro,10
ambaŭokaze ,ambaŭokaze ,ambaŭokaze,10
ambaŭseksa ,ambaŭseksa ,ambaŭseksa,10
ametropeco ,ametropeco ,ametropeco,10
amfetamino ,amfetamino ,amfetamino,10
amfiktiona ,amfiktiona ,amfiktiona,10
amfiktiono ,amfiktiono ,amfiktiono,10
Amfiktiono ,amfiktiono ,amfiktiono,10
Amfimedono ,amfimedono ,amfimedono,10
amfiteatra ,amfiteatra ,amfiteatra,10
amfiteatro ,amfiteatro ,amfiteatro,10
Amfitriono ,amfitriono ,amfitriono,10
amika nomo ,amika nomo ,amika nomo,10
amikiĝpeto ,amikiĝpeto ,amikiĝpeto,10
amikolisto ,amikolisto ,amikolisto,10
amindumado ,amindumado ,amindumado,10
amindumeti ,amindumeti ,amindumeti,10
aminfenolo ,aminfenolo ,aminfenolo,10
aminoacido ,aminoacido ,aminoacido,10
amoniakeca ,amoniakeca ,amoniakeca,10
amoniakizi ,amoniakizi ,amoniakizi,10
amorantino ,amorantino ,amorantino,10
amoristino ,amoristino ,amoristino,10
amortiziĝi ,amortiziĝi ,amortiziĝi,10
amortizilo ,amortizilo ,amortizilo,10
ampermetro ,ampermetro ,ampermetro,10
ampervolvo ,ampervolvo ,ampervolvo,10
ampleksaĵo ,ampleksaĵo ,ampleksaĵo,10
ampleksigi ,ampleksigi ,ampleksigi,10
ampleksiĝi ,ampleksiĝi ,ampleksiĝi,10
ampleksigo ,ampleksigo ,ampleksigo,10
amrendevuo ,amrendevuo ,amrendevuo,10
amsterdama ,amsterdama ,amsterdama,10
Amsterdamo ,amsterdamo ,amsterdamo,10
anabolismo ,anabolismo ,anabolismo,10
anakinezio ,anakinezio ,anakinezio,10
Anaksagoro ,anaksagoro ,anaksagoro,10
Anaksimeno ,anaksimeno ,anaksimeno,10
analeptika ,analeptika ,analeptika,10
analeptiko ,analeptiko ,analeptiko,10
analfabeta ,analfabeta ,analfabeta,10
analfabeto ,analfabeto ,analfabeto,10
analgeziko ,analgeziko ,analgeziko,10
analizebla ,analizebla ,analizebla,10
analizisto ,analizisto ,analizisto,10
anamorfoza ,anamorfoza ,anamorfoza,10
anamorfozo ,anamorfozo ,anamorfozo,10
ananassuko ,ananassuko ,ananassuko,10
anarĥiismo ,anarĥiismo ,anarĥiismo,10
anarĥiista ,anarĥiista ,anarĥiista,10
anarĥiisto ,anarĥiisto ,anarĥiisto,10
anarkiismo ,anarkiismo ,anarkiismo,10
anarkiista ,anarkiista ,anarkiista,10
anarkiisto ,anarkiisto ,anarkiisto,10
Anastaziao ,anastaziao ,anastaziao,10
anastomoza ,anastomoza ,anastomoza,10
anastomozo ,anastomozo ,anastomozo,10
andaluzino ,andaluzino ,andaluzino,10
Andaluzujo ,andaluzujo ,andaluzujo,10
andoranino ,andoranino ,andoranino,10
androfobio ,androfobio ,androfobio,10
anekdotaro ,anekdotaro ,anekdotaro,10
anemografo ,anemografo ,anemografo,10
anemogramo ,anemogramo ,anemogramo,10
anemometro ,anemometro ,anemometro,10
anemoskopo ,anemoskopo ,anemoskopo,10
anestezado ,anestezado ,anestezado,10
anestezaĵo ,anestezaĵo ,anestezaĵo,10
anestezilo ,anestezilo ,anestezilo,10
anĝelapero ,anĝelapero ,anĝelapero,10
angigenezo ,angigenezo ,angigenezo,10
angilforma ,angilforma ,angilforma,10
angilglata ,angilglata ,angilglata,10
angilhaŭto ,angilhaŭto ,angilhaŭto,10
angilkesto ,angilkesto ,angilkesto,10
angilkorbo ,angilkorbo ,angilkorbo,10
angioskopo ,angioskopo ,angioskopo,10
anglicismo ,anglicismo ,anglicismo,10
anglofobio ,anglofobio ,anglofobio,10
Anglolando ,anglolando ,anglolando,10
anglomanio ,anglomanio ,anglomanio,10
anglosaksa ,anglosaksa ,anglosaksa,10
anglosakso ,anglosakso ,anglosakso,10
angolanino ,angolanino ,angolanino,10
angorŝvito ,angorŝvito ,angorŝvito,10
angultrabo ,angultrabo ,angultrabo,10
angvisedoj ,angvisedoj ,angvisedoj,10
anihilacii ,anihilacii ,anihilacii,10
anihilacio ,anihilacio ,anihilacio,10
animaciaĵo ,animaciaĵo ,animaciaĵo,10
anizokorio ,anizokorio ,anizokorio,10
anizotropa ,anizotropa ,anizotropa,10
ankiloziĝi ,ankiloziĝi ,ankiloziĝi,10
ankilozigo ,ankilozigo ,ankilozigo,10
ankoraŭ ne ,ankoraŭ ne ,ankoraŭ ne,10
ankra ĉelo ,ankra ĉelo ,ankra ĉelo,10
Ankrenviso ,ankrenviso ,ankrenviso,10
ankrokablo ,ankrokablo ,ankrokablo,10
ankrovinĉo ,ankrovinĉo ,ankrovinĉo,10
anonci sin ,anonci sin ,anonci sin,10
anorakjako ,anorakjako ,anorakjako,10
anserhaŭto ,anserhaŭto ,anserhaŭto,10
antarktika ,antarktika ,antarktika,10
Antarktiko ,antarktiko ,antarktiko,10
antaŭaĉeti ,antaŭaĉeti ,antaŭaĉeti,10
antaŭafero ,antaŭafero ,antaŭafero,10
antaŭbraka ,antaŭbraka ,antaŭbraka,10
antaŭbrako ,antaŭbrako ,antaŭbrako,10
antaŭenema ,antaŭenema ,antaŭenema,10
antaŭenigi ,antaŭenigi ,antaŭenigi,10
antaŭeniĝi ,antaŭeniĝi ,antaŭeniĝi,10
antaŭenigo ,antaŭenigo ,antaŭenigo,10
antaŭeniĝo ,antaŭeniĝo ,antaŭeniĝo,10
antaŭeniri ,antaŭeniri ,antaŭeniri,10
antaŭeniro ,antaŭeniro ,antaŭeniro,10
antaŭfiksi ,antaŭfiksi ,antaŭfiksi,10
antaŭflari ,antaŭflari ,antaŭflari,10
antaŭgarda ,antaŭgarda ,antaŭgarda,10
antaŭgardi ,antaŭgardi ,antaŭgardi,10
antaŭgardo ,antaŭgardo ,antaŭgardo,10
antaŭglaco ,antaŭglaco ,antaŭglaco,10
antaŭgusto ,antaŭgusto ,antaŭgusto,10
antaŭkanti ,antaŭkanti ,antaŭkanti,10
antaŭkorto ,antaŭkorto ,antaŭkorto,10
antaŭlasta ,antaŭlasta ,antaŭlasta,10
antaŭlonge ,antaŭlonge ,antaŭlonge,10
antaŭmasto ,antaŭmasto ,antaŭmasto,10
antaŭmendi ,antaŭmendi ,antaŭmendi,10
antaŭmendo ,antaŭmendo ,antaŭmendo,10
antaŭmorta ,antaŭmorta ,antaŭmorta,10
antaŭnaska ,antaŭnaska ,antaŭnaska,10
antaŭombri ,antaŭombri ,antaŭombri,10
antaŭparto ,antaŭparto ,antaŭparto,10
antaŭpaska ,antaŭpaska ,antaŭpaska,10
antaŭpatro ,antaŭpatro ,antaŭpatro,10
antaŭpensi ,antaŭpensi ,antaŭpensi,10
antaŭpiedo ,antaŭpiedo ,antaŭpiedo,10
antaŭplado ,antaŭplado ,antaŭplado,10
antaŭplano ,antaŭplano ,antaŭplano,10
antaŭrangi ,antaŭrangi ,antaŭrangi,10
antaŭsenti ,antaŭsenti ,antaŭsenti,10
antaŭsento ,antaŭsento ,antaŭsento,10
antaŭsigni ,antaŭsigni ,antaŭsigni,10
antaŭsigno ,antaŭsigno ,antaŭsigno,10
antaŭskizi ,antaŭskizi ,antaŭskizi,10
antaŭstari ,antaŭstari ,antaŭstari,10
antaŭstato ,antaŭstato ,antaŭstato,10
antaŭtempa ,antaŭtempa ,antaŭtempa,10
antaŭtempe ,antaŭtempe ,antaŭtempe,10
antaŭtempi ,antaŭtempi ,antaŭtempi,10
antaŭvenda ,antaŭvenda ,antaŭvenda,10
antaŭverko ,antaŭverko ,antaŭverko,10
antaŭzorga ,antaŭzorga ,antaŭzorga,10
antaŭzorge ,antaŭzorge ,antaŭzorge,10
antaŭzorgi ,antaŭzorgi ,antaŭzorgi,10
antaŭzorgo ,antaŭzorgo ,antaŭzorgo,10
antentinda ,antentinda ,antentinda,10
anthelikso ,anthelikso ,anthelikso,10
anticipado ,anticipado ,anticipado,10
antienzimo ,antienzimo ,antienzimo,10
Antikostio ,antikostio ,antikostio,10
antikristo ,antikristo ,antikristo,10
antikvarko ,antikvarko ,antikvarko,10
antikvisto ,antikvisto ,antikvisto,10
antimisila ,antimisila ,antimisila,10
antimonika ,antimonika ,antimonika,10
antimonoza ,antimonoza ,antimonoza,10
antipirino ,antipirino ,antipirino,10
antirakita ,antirakita ,antirakita,10
antisemita ,antisemita ,antisemita,10
antisemito ,antisemito ,antisemito,10
antispasma ,antispasma ,antispasma,10
antistrofo ,antistrofo ,antistrofo,10
antitrusta ,antitrusta ,antitrusta,10
antivirusa ,antivirusa ,antivirusa,10
antiviruso ,antiviruso ,antiviruso,10
Antonineto ,antonineto ,antonineto,10
antropoida ,antropoida ,antropoida,10
antropoido ,antropoido ,antropoido,10
antverpena ,antverpena ,antverpena,10
Antverpeno ,antverpeno ,antverpeno,10
anunciacio ,anunciacio ,anunciacio,10
Anunciacio ,anunciacio ,anunciacio,10
aparatnomo ,aparatnomo ,aparatnomo,10
apartenado ,apartenado ,apartenado,10
apartenaĵa ,apartenaĵa ,apartenaĵa,10
apartenaĵo ,apartenaĵo ,apartenaĵo,10
apartigilo ,apartigilo ,apartigilo,10
apendicito ,apendicito ,apendicito,10
apetitdona ,apetitdona ,apetitdona,10
apetitdone ,apetitdone ,apetitdone,10
apetitveka ,apetitveka ,apetitveka,10
apetitveke ,apetitveke ,apetitveke,10
apikulturo ,apikulturo ,apikulturo,10
aplanateco ,aplanateco ,aplanateco,10
aplaŭdoado ,aplaŭdoado ,aplaŭdoado,10
aplikaĵaro ,aplikaĵaro ,aplikaĵaro,10
aplikaĵeto ,aplikaĵeto ,aplikaĵeto,10
apocinacoj ,apocinacoj ,apocinacoj,10
apogkolono ,apogkolono ,apogkolono,10
apogpunkto ,apogpunkto ,apogpunkto,10
apokalipsa ,apokalipsa ,apokalipsa,10
apokalipse ,apokalipse ,apokalipse,10
apokalipso ,apokalipso ,apokalipso,10
Apokalipso ,apokalipso ,apokalipso,10
apokrifeco ,apokrifeco ,apokrifeco,10
apokromata ,apokromata ,apokromata,10
apomorfino ,apomorfino ,apomorfino,10
aponeŭroza ,aponeŭroza ,aponeŭroza,10
aponeŭrozo ,aponeŭrozo ,aponeŭrozo,10
apopleksia ,apopleksia ,apopleksia,10
apopleksio ,apopleksio ,apopleksio,10
aposiopezo ,aposiopezo ,aposiopezo,10
apostalado ,apostalado ,apostalado,10
apostateco ,apostateco ,apostateco,10
apostatiĝi ,apostatiĝi ,apostatiĝi,10
apostatiĝo ,apostatiĝo ,apostatiĝo,10
apostoleco ,apostoleco ,apostoleco,10
apotekisto ,apotekisto ,apotekisto,10
apoziciiĝi ,apoziciiĝi ,apoziciiĝi,10
apriorismo ,apriorismo ,apriorismo,10
aproĉasado ,aproĉasado ,aproĉasado,10
aptenodito ,aptenodito ,aptenodito,10
apudĉambro ,apudĉambro ,apudĉambro,10
apudskribo ,apudskribo ,apudskribo,10
Araba Maro ,araba maro ,araba maro,10
arabalesto ,arabalesto ,arabalesto,10
arabidopso ,arabidopso ,arabidopso,10
aranĝitaĵo ,aranĝitaĵo ,aranĝitaĵo,10
arbarombro ,arbarombro ,arbarombro,10
arbarstepo ,arbarstepo ,arbarstepo,10
arbetaĵaro ,arbetaĵaro ,arbetaĵaro,10
arbhakisto ,arbhakisto ,arbhakisto,10
arbitracii ,arbitracii ,arbitracii,10
arbitracio ,arbitracio ,arbitracio,10
arbohakado ,arbohakado ,arbohakado,10
arbombraĵo ,arbombraĵo ,arbombraĵo,10
arbotrairo ,arbotrairo ,arbotrairo,10
arbotrunko ,arbotrunko ,arbotrunko,10
arĉostango ,arĉostango ,arĉostango,10
arestodono ,arestodono ,arestodono,10
arĝentisto ,arĝentisto ,arĝentisto,10
arĝentmevo ,arĝentmevo ,arĝentmevo,10
arĝentriĉa ,arĝentriĉa ,arĝentriĉa,10
argironeto ,argironeto ,argironeto,10
argonaŭtoj ,argonaŭtoj ,argonaŭtoj,10
argumentoj ,argumentoj ,argumentoj,10
arĥeologia ,arĥeologia ,arĥeologia,10
arĥeologio ,arĥeologio ,arĥeologio,10
Arĥeozoiko ,arĥeozoiko ,arĥeozoiko,10
arĥianĝelo ,arĥianĝelo ,arĥianĝelo,10
arĥipelago ,arĥipelago ,arĥipelago,10
ariergardo ,ariergardo ,ariergardo,10
aristofano ,aristofano ,aristofano,10
Aristotelo ,aristotelo ,aristotelo,10
aritenoida ,aritenoida ,aritenoida,10
aritenoido ,aritenoido ,aritenoido,10
aritmetika ,aritmetika ,aritmetika,10
aritmetike ,aritmetike ,aritmetike,10
aritmetiki ,aritmetiki ,aritmetiki,10
aritmetiko ,aritmetiko ,aritmetiko,10
arkefleksi ,arkefleksi ,arkefleksi,10
arkeologia ,arkeologia ,arkeologia,10
arkeologio ,arkeologio ,arkeologio,10
arkeozoika ,arkeozoika ,arkeozoika,10
arkeozoiko ,arkeozoiko ,arkeozoiko,10
arkianĝelo ,arkianĝelo ,arkianĝelo,10
arkipelago ,arkipelago ,arkipelago,10
arkivadiko ,arkivadiko ,arkivadiko,10
